gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score
female,group B,bachelor's degree,standard,completed,66,76,77
female,group C,high school,standard,none,80,93,80
male,group D,some high school,standard,none,81,86,81
male,group A,high school,standard,none,67,74,59
female,group B,high school,free/reduced,completed,64,80,79
female,group D,some high school,standard,completed,76,91,91
male,group E,some college,standard,none,89,72,74
female,group D,associate's degree,standard,none,79,70,72
male,group D,high school,standard,none,43,50,54
female,group D,associate's degree,free/reduced,completed,70,88,87
female,group B,some high school,free/reduced,none,69,85,84
female,group E,high school,standard,completed,78,75,78
male,group B,high school,standard,none,71,63,65
female,group B,bachelor's degree,standard,completed,69,78,82
female,group D,associate's degree,standard,none,54,70,66
female,group E,high school,free/reduced,none,66,62,69
female,group B,high school,standard,none,55,57,50
female,group D,some college,standard,completed,68,74,79
male,group C,some high school,free/reduced,completed,55,58,55
female,group A,high school,standard,completed,63,78,73
female,group D,some college,standard,completed,81,90,93
female,group A,associate's degree,standard,completed,64,65,76
female,group B,some high school,standard,none,77,80,74
female,group B,some college,standard,none,61,63,70
male,group C,associate's degree,free/reduced,none,81,64,62
male,group D,some high school,standard,none,65,63,60
female,group D,associate's degree,free/reduced,none,46,64,54
male,group D,associate's degree,standard,none,91,86,81
male,group C,some college,free/reduced,none,76,76,72
male,group C,some high school,standard,none,73,71,66
female,group D,some college,free/reduced,none,52,75,64
female,group C,high school,standard,none,60,74,62
male,group D,associate's degree,standard,none,77,67,64
female,group C,some high school,free/reduced,completed,54,55,61
female,group C,some college,free/reduced,completed,65,70,75
female,group B,bachelor's degree,free/reduced,none,82,86,88
male,group C,some college,standard,none,73,79,63
male,group D,associate's degree,standard,completed,82,69,75
female,group C,high school,free/reduced,none,66,75,71
male,group D,associate's degree,free/reduced,none,53,58,53
female,group C,some college,standard,none,64,80,73
female,group C,associate's degree,standard,completed,66,82,79
female,group D,high school,standard,completed,71,72,78
female,group B,some college,standard,completed,45,69,65
female,group E,some college,standard,completed,77,78,77
female,group C,some high school,standard,completed,72,81,77
male,group D,associate's degree,free/reduced,none,83,78,76
male,group D,some college,free/reduced,none,60,64,58
female,group D,high school,standard,none,62,77,76
male,group B,high school,standard,none,57,63,58
male,group B,high school,standard,none,65,51,50
female,group C,some high school,free/reduced,completed,29,40,46
male,group B,some college,standard,completed,59,63,64
female,group E,master's degree,standard,completed,98,96,97
male,group E,some college,standard,completed,80,75,68
male,group D,associate's degree,free/reduced,none,74,76,72
male,group A,high school,free/reduced,none,49,60,45
male,group E,some college,free/reduced,none,88,93,84
female,group C,associate's degree,standard,none,48,48,49
female,group E,associate's degree,free/reduced,none,77,78,76
female,group C,bachelor's degree,free/reduced,completed,65,79,76
female,group D,associate's degree,standard,none,77,76,69
female,group C,some high school,standard,none,45,61,51
female,group D,some college,free/reduced,none,83,87,87
female,group C,associate's degree,standard,completed,77,87,88
female,group A,bachelor's degree,standard,none,54,68,69
female,group D,associate's degree,standard,completed,55,75,82
male,group C,high school,free/reduced,none,69,64,54
female,group E,bachelor's degree,standard,completed,82,79,82
female,group B,some high school,standard,none,60,64,68
male,group A,bachelor's degree,standard,completed,84,89,92
female,group D,some college,standard,none,62,62,68
female,group B,some high school,free/reduced,completed,57,60,59
male,group A,bachelor's degree,free/reduced,none,58,75,69
male,group D,high school,standard,none,41,32,41
male,group C,some college,standard,none,67,56,47
male,group D,high school,standard,none,86,88,74
female,group D,associate's degree,free/reduced,completed,41,65,54
male,group C,some college,standard,completed,94,89,95
female,group E,some high school,standard,completed,77,88,81
female,group D,some college,standard,none,100,99,95
male,group D,master's degree,standard,none,85,86,83
female,group B,some high school,standard,completed,61,73,70
female,group B,associate's degree,free/reduced,completed,81,90,90
male,group C,associate's degree,standard,completed,78,74,72
female,group C,associate's degree,standard,completed,100,100,100
female,group C,high school,standard,none,72,80,78
male,group E,associate's degree,free/reduced,completed,95,70,85
female,group C,some college,free/reduced,none,63,72,65
male,group D,some high school,free/reduced,completed,51,57,59
female,group B,some high school,free/reduced,completed,74,86,91
male,group C,high school,standard,none,52,48,43
male,group B,some college,standard,none,48,46,36
male,group E,some college,standard,completed,80,74,70
female,group E,associate's degree,standard,completed,63,77,81
male,group E,some high school,standard,completed,63,48,55
female,group D,high school,free/reduced,none,71,93,80
male,group C,some college,standard,none,57,36,33
female,group B,associate's degree,free/reduced,completed,71,79,75
male,group A,some high school,free/reduced,none,54,42,43
female,group C,some college,standard,completed,83,93,95
male,group D,some high school,standard,none,50,51,44
female,group E,some college,free/reduced,none,55,58,60
male,group C,master's degree,standard,none,67,53,55
male,group C,associate's degree,standard,none,89,75,86
female,group B,some college,free/reduced,completed,51,63,71
male,group D,associate's degree,standard,none,79,69,74
male,group C,high school,free/reduced,none,64,56,50
male,group D,bachelor's degree,standard,none,84,74,70
female,group A,associate's degree,free/reduced,none,37,59,57
female,group C,high school,standard,none,81,84,86
female,group C,associate's degree,standard,completed,64,78,71
male,group B,some college,free/reduced,none,60,55,52
male,group D,associate's degree,standard,none,69,84,71
male,group D,high school,standard,none,65,80,69
male,group C,some college,standard,none,71,67,65
female,group C,bachelor's degree,free/reduced,none,53,56,59
male,group B,some college,standard,completed,85,79,86
male,group D,some high school,standard,completed,68,71,71
male,group E,some college,standard,none,66,70,67
male,group C,master's degree,free/reduced,completed,74,80,74
female,group C,some high school,standard,completed,79,92,84
male,group C,associate's degree,free/reduced,none,58,51,54
female,group E,associate's degree,standard,none,86,96,92
male,group D,some college,standard,none,60,60,55
male,group E,bachelor's degree,free/reduced,completed,73,66,69
female,group D,some college,free/reduced,completed,50,64,63
male,group B,some college,standard,completed,66,77,77
female,group C,high school,free/reduced,none,52,77,62
female,group D,some high school,standard,none,49,56,56
male,group D,some high school,standard,completed,83,77,83
female,group B,high school,standard,none,62,64,63
male,group D,some college,standard,none,56,63,57
female,group B,high school,standard,none,77,75,77
female,group C,high school,standard,completed,56,70,80
male,group B,high school,standard,completed,78,64,65
female,group D,some high school,standard,none,70,71,80
male,group A,some college,free/reduced,none,62,63,58
male,group B,high school,standard,none,49,51,49
male,group D,bachelor's degree,standard,none,71,70,71
female,group B,some high school,free/reduced,completed,50,66,72
female,group C,bachelor's degree,free/reduced,none,65,83,74
male,group B,some college,standard,none,69,66,60
female,group B,some high school,free/reduced,none,48,53,53
female,group B,high school,standard,none,68,76,71
female,group C,some college,free/reduced,none,31,47,45
female,group A,some college,standard,completed,71,78,87
male,group E,associate's degree,standard,completed,93,87,81
female,group D,associate's degree,free/reduced,none,47,60,53
female,group B,master's degree,standard,none,80,94,87
female,group B,high school,free/reduced,completed,81,90,79
female,group C,associate's degree,standard,completed,55,60,58
male,group C,bachelor's degree,standard,completed,95,77,78
female,group B,some high school,standard,completed,35,46,45
female,group E,some high school,free/reduced,none,73,76,77
female,group B,some college,standard,none,17,33,30
male,group C,associate's degree,free/reduced,none,65,60,57
female,group C,master's degree,free/reduced,none,57,64,64
female,group B,high school,standard,none,44,63,56
female,group D,some college,free/reduced,none,59,63,69
male,group D,high school,free/reduced,none,66,75,64
male,group E,some high school,standard,completed,93,83,76
female,group B,high school,standard,none,42,54,52
female,group E,associate's degree,free/reduced,completed,53,70,75
male,group D,high school,standard,none,71,74,69
female,group E,associate's degree,free/reduced,none,72,82,85
male,group E,some college,standard,none,67,63,49
female,group C,associate's degree,standard,none,52,52,61
male,group C,some high school,standard,completed,70,69,65
male,group C,some high school,standard,completed,71,83,78
female,group E,associate's degree,standard,none,82,90,97
