gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score
female,group B,bachelor's degree,standard,completed,63,69,82
female,group C,high school,standard,none,72,89,86
male,group D,some high school,standard,none,87,89,83
male,group A,high school,standard,none,66,78,68
female,group B,high school,free/reduced,completed,68,81,84
female,group D,some high school,standard,completed,85,95,89
male,group E,some college,standard,none,88,71,69
female,group D,associate's degree,standard,none,80,73,77
male,group D,high school,standard,none,40,57,50
female,group D,associate's degree,free/reduced,completed,75,84,91
female,group B,some high school,free/reduced,none,70,80,82
female,group E,high school,standard,completed,75,84,79
male,group B,high school,standard,none,67,60,60
female,group B,bachelor's degree,standard,completed,70,81,84
female,group D,associate's degree,standard,none,58,74,69
female,group E,high school,free/reduced,none,64,62,68
female,group B,high school,standard,none,53,48,54
female,group D,some college,standard,completed,71,78,82
male,group C,some high school,free/reduced,completed,52,55,54
female,group A,high school,standard,completed,67,77,72
female,group D,some college,standard,completed,81,84,94
female,group A,associate's degree,standard,completed,63,72,78
female,group B,some high school,standard,none,70,75,77
female,group B,some college,standard,none,60,72,66
male,group C,associate's degree,free/reduced,none,76,68,65
male,group D,some high school,standard,none,68,62,64
female,group D,associate's degree,free/reduced,none,38,60,53
male,group D,associate's degree,standard,none,93,85,88
male,group C,some college,free/reduced,none,75,75,76
male,group C,some high school,standard,none,69,65,66
female,group D,some college,free/reduced,none,59,76,65
female,group C,high school,standard,none,66,74,64
male,group D,associate's degree,standard,none,80,65,68
female,group C,some high school,free/reduced,completed,46,59,64
female,group C,some college,free/reduced,completed,66,68,73
female,group B,bachelor's degree,free/reduced,none,73,90,91
male,group C,some college,standard,none,74,72,57
male,group D,associate's degree,standard,completed,84,67,78
female,group C,high school,free/reduced,none,64,79,65
male,group D,associate's degree,free/reduced,none,54,59,53
female,group C,some college,standard,none,73,78,73
female,group C,associate's degree,standard,completed,61,82,82
female,group D,high school,standard,completed,70,81,78
female,group B,some college,standard,completed,49,60,65
female,group E,some college,standard,completed,70,75,78
female,group C,some high school,standard,completed,71,79,78
male,group D,associate's degree,free/reduced,none,84,78,75
male,group D,some college,free/reduced,none,63,63,60
female,group D,high school,standard,none,68,75,77
male,group B,high school,standard,none,56,64,58
male,group B,high school,standard,none,62,50,53
female,group C,some high school,free/reduced,completed,29,41,41
male,group B,some college,standard,completed,61,71,71
female,group E,master's degree,standard,completed,89,96,100
male,group E,some college,standard,completed,88,76,66
male,group D,associate's degree,free/reduced,none,75,77,73
male,group A,high school,free/reduced,none,49,59,49
male,group E,some college,free/reduced,none,96,85,80
female,group C,associate's degree,standard,none,44,56,52
female,group E,associate's degree,free/reduced,none,70,77,75
female,group C,bachelor's degree,free/reduced,completed,62,73,79
female,group D,associate's degree,standard,none,82,78,75
female,group C,some high school,standard,none,44,58,52
female,group D,some college,free/reduced,none,79,93,88
female,group C,associate's degree,standard,completed,76,84,93
female,group A,bachelor's degree,standard,none,58,68,68
female,group D,associate's degree,standard,completed,62,82,84
male,group C,high school,free/reduced,none,71,63,62
female,group E,bachelor's degree,standard,completed,77,82,82
female,group B,some high school,standard,none,54,67,75
male,group A,bachelor's degree,standard,completed,92,89,85
female,group D,some college,standard,none,63,61,68
female,group B,some high school,free/reduced,completed,56,65,59
male,group A,bachelor's degree,free/reduced,none,58,67,68
male,group D,high school,standard,none,48,29,37
male,group C,some college,standard,none,68,59,56
male,group D,high school,standard,none,88,91,81
female,group D,associate's degree,free/reduced,completed,41,58,59
male,group C,some college,standard,completed,94,88,87
female,group E,some high school,standard,completed,80,83,89
female,group D,some college,standard,none,100,100,100
male,group D,master's degree,standard,none,83,79,88
female,group B,some high school,standard,completed,59,69,75
female,group B,associate's degree,free/reduced,completed,80,92,88
male,group C,associate's degree,standard,completed,72,75,69
female,group C,associate's degree,standard,completed,91,99,100
female,group C,high school,standard,none,73,80,71
male,group E,associate's degree,free/reduced,completed,87,71,81
female,group C,some college,free/reduced,none,61,77,71
male,group D,some high school,free/reduced,completed,55,60,55
female,group B,some high school,free/reduced,completed,69,86,93
male,group C,high school,standard,none,54,51,47
male,group B,some college,standard,none,44,39,45
male,group E,some college,standard,completed,78,78,68
female,group E,associate's degree,standard,completed,61,72,74
male,group E,some high school,standard,completed,69,47,56
female,group D,high school,free/reduced,none,76,94,80
male,group C,some college,standard,none,51,37,32
female,group B,associate's degree,free/reduced,completed,71,79,75
male,group A,some high school,free/reduced,none,58,46,48
female,group C,some college,standard,completed,90,86,95
male,group D,some high school,standard,none,58,42,45
female,group E,some college,free/reduced,none,57,58,52
male,group C,master's degree,standard,none,66,56,60
male,group C,associate's degree,standard,none,95,83,81
female,group B,some college,free/reduced,completed,48,64,72
male,group D,associate's degree,standard,none,83,69,74
male,group C,high school,free/reduced,none,56,65,50
male,group D,bachelor's degree,standard,none,76,73,69
female,group A,associate's degree,free/reduced,none,40,55,56
female,group C,high school,standard,none,80,86,82
female,group C,associate's degree,standard,completed,63,74,67
male,group B,some college,free/reduced,none,58,53,52
male,group D,associate's degree,standard,none,74,76,70
male,group D,high school,standard,none,74,78,71
male,group C,some college,standard,none,67,64,68
female,group C,bachelor's degree,free/reduced,none,47,57,57
male,group B,some college,standard,completed,87,89,90
male,group D,some high school,standard,completed,75,72,63
male,group E,some college,standard,none,67,69,61
male,group C,master's degree,free/reduced,completed,74,77,70
female,group C,some high school,standard,completed,78,94,85
male,group C,associate's degree,free/reduced,none,59,56,51
female,group E,associate's degree,standard,none,79,96,95
male,group D,some college,standard,none,51,54,48
male,group E,bachelor's degree,free/reduced,completed,70,66,68
female,group D,some college,free/reduced,completed,49,58,67
male,group B,some college,standard,completed,68,73,74
female,group C,high school,free/reduced,none,54,76,59
female,group D,some high school,standard,none,44,54,59
male,group D,some high school,standard,completed,80,85,84
female,group B,high school,standard,none,61,61,65
male,group D,some college,standard,none,63,66,59
female,group B,high school,standard,none,74,73,76
female,group C,high school,standard,completed,58,76,78
male,group B,high school,standard,completed,77,58,62
female,group D,some high school,standard,none,69,68,76
male,group A,some college,free/reduced,none,55,59,52
male,group B,high school,standard,none,55,53,46
male,group D,bachelor's degree,standard,none,76,75,76
female,group B,some high school,free/reduced,completed,50,70,70
female,group C,bachelor's degree,free/reduced,none,65,80,80
male,group B,some college,standard,none,66,60,62
female,group B,some high school,free/reduced,none,47,62,58
female,group B,high school,standard,none,69,71,69
female,group C,some college,free/reduced,none,30,48,47
female,group A,some college,standard,completed,77,76,80
male,group E,associate's degree,standard,completed,90,80,87
female,group D,associate's degree,free/reduced,none,46,58,56
female,group B,master's degree,standard,none,75,94,84
female,group B,high school,free/reduced,completed,74,81,80
female,group C,associate's degree,standard,completed,55,58,65
male,group C,bachelor's degree,standard,completed,94,80,77
female,group B,some high school,standard,completed,29,48,39
female,group E,some high school,free/reduced,none,73,82,79
female,group B,some college,standard,none,14,40,34
male,group C,associate's degree,free/reduced,none,68,68,66
female,group C,master's degree,free/reduced,none,49,69,56
female,group B,high school,standard,none,43,59,64
female,group D,some college,free/reduced,none,62,65,73
male,group D,high school,free/reduced,none,69,70,71
male,group E,some high school,standard,completed,87,82,79
female,group B,high school,standard,none,42,52,51
female,group E,associate's degree,free/reduced,completed,54,71,77
male,group D,high school,standard,none,73,71,67
female,group E,associate's degree,free/reduced,none,67,89,77
male,group E,some college,standard,none,64,63,49
female,group C,associate's degree,standard,none,55,56,52
male,group C,some high school,standard,completed,72,75,72
male,group C,some high school,standard,completed,81,77,70
female,group E,associate's degree,standard,none,90,98,97
female,group B,some college,standard,none,80,81,86
